Id	EssayText
15352	there are thre different movements for substances in a cell.  one movement of substance is when the cell is swelling and is too full and to move it it uses a method to push the substance to another cell.  another movement is when there is less substance in a cell, causing it to shrink and it uses a method to let substances enter.  when the cell is making substance leave it is pushing against the normal flow making it harder and using  more energy. but bringing more substance in for a cell uses little to no energy at all for a cell.  the third method is when two cells are equlvalent in substance to each other and does not swell or shrink, but stays constant.
15353	The three processes are Prophase, Metaphase, and Anaphase.
15354	ANAPHASE PROPHASETELOPHASE
15355	The cells use the mitochondria to move things across the cell membrane.  They also use thier golgi bodies and endoplasmic reticulum.
15356	one way is when cells go and they start to divid and split a part to make new cells
15357	cell devisioons and cell reproductions
15358	Tansmitting, Copying,
15359	Sugar cells, Tubicles, and charbohydrates
15360	They have a cell membrane to control what comes in and out.They try to capture food.They remove things they don't need.
15361	anaphase, telophase, prosphase
15362	ITMBLOCKS SUBSTANCES FROM ENTERING OR LEAVING THE CELL MEMBRANE
15363	The cell necluous sends information to the other cells to move the whole organism.
15364	The first process used by cells to control the movement of substances acrossed the cell membrane are Ion Channels. They let only ions pass through the lipid bilayer and move along the cell. The second process that is used are carrier proteins they help carry the proteins acrossed the cell. The third way used is enzymes. They help move the substances across the cell so they can pass through the cell membrane.
15365	Cell wall, it helps keep the substance in the membrane,
15366	Passive transport, active transport, and diffusion.Passive transport is things leaving and entering the cell without using any energy.Active transport is using energy to move things into or out of the cell.Diffusion is when an area of higher concentration moves that substance that it is concentrated in to an area with a lower concentration.
15367	When the something wants to get through, there is a signal sent and then a protein channel will open up and the item will get through.Some of the items that want to get through will be able to just slide through the phophilipids.Others can go through by the other proteins that will open up to let others in.
15368	The cell may send signals to the membrane and it will go. The cell may also have helped by giving it DNA. The cell may have communicated with other cells in the organism.
15369	1. nucleus- is the boss tells the cell what to do2. Vacuole- cleans everything up3. Mitochondria- produces energy4. mitosis- makes new cells5. Meosis- makes new sex cells
15370	one is the ribosomestwo is the microtidsthree is the microtons
15371	Interphase is the biging of the cell cycle where the chromatids duplicate. Anaphase the second is the stage where the nucleus dissapears. Prophase is where the sister chromatids line up in the middle of the cell.
15372	flagellum,osmosis
15373	One process is through the use of cyclins. Another way is through the cytoplasm. Lastly is by use of carrier protiens.
